time_sec,e_x,e_y,e_z,error_norm,error_integral
1.232000,-0.005403643,0.005798475,1.697807323,1.697825824,2.169311694
1.240000,-0.005662547,0.005781410,1.696498841,1.696518142,2.182889070
1.248000,-0.005662547,0.005781410,1.693554402,1.693573736,2.196449437
1.256000,-0.005763528,0.005858409,1.693814784,1.693834721,2.209999071
1.264000,-0.005859317,0.005943239,1.690957679,1.690978275,2.223538323
1.272000,-0.005859317,0.005943239,1.687865152,1.687885785,2.237053779
1.280000,-0.005967655,0.005952073,1.685272492,1.685293569,2.250546497
1.288000,-0.006064635,0.005984525,1.682445709,1.682467283,2.264017540
1.296000,-0.006162778,0.006007534,1.682987142,1.683009148,2.277479446
1.304000,-0.006351486,0.006055640,1.680650027,1.680672939,2.290934174
1.312000,-0.006351486,0.006055640,1.677249271,1.677272229,2.304365955
1.320000,-0.006446584,0.006082241,1.674200967,1.674224427,2.317771942
1.328000,-0.006539500,0.006105784,1.671057778,1.671081729,2.331153166
1.336000,-0.006606099,0.006210215,1.670991513,1.671016111,2.344521558
1.344000,-0.006686721,0.006250608,1.667776595,1.667801713,2.357876829
1.352000,-0.006765706,0.006288504,1.664473383,1.664499013,2.371206032
1.360000,-0.006842059,0.006326692,1.661055558,1.661081698,2.384508355
1.368000,-0.006842059,0.006326692,1.657162794,1.657188996,2.397781437
1.376000,-0.006896074,0.006437751,1.657104128,1.657130982,2.411038717
1.384000,-0.006936157,0.006569079,1.648846061,1.648873735,2.424262736
1.392000,-0.006993406,0.006625746,1.649022073,1.649050213,2.437454432
1.400000,-0.007048494,0.006681587,1.645027601,1.645056270,2.450630858
1.408000,-0.007101879,0.006736014,1.641075814,1.641105005,2.463775503
1.416000,-0.007155696,0.006779524,1.641389885,1.641419484,2.476905601
1.424000,-0.007202750,0.006839452,1.637256688,1.637286816,2.490020426
1.432000,-0.007252228,0.006884427,1.633096985,1.633127599,2.503102084
1.440000,-0.007277845,0.007003951,1.628374889,1.628406215,2.516148219
1.448000,-0.007277845,0.007003951,1.623772509,1.623803924,2.529157060
1.456000,-0.007300518,0.007126862,1.623498566,1.623530623,2.542146398
1.464000,-0.007317984,0.007247871,1.618497372,1.618530145,2.555114641
1.472000,-0.007317984,0.007247871,1.613708368,1.613741237,2.568043726
1.480000,-0.007331155,0.007368358,1.608579392,1.608612974,2.580933143
1.488000,-0.007361181,0.007427745,1.603677223,1.603711319,2.593782440
1.496000,-0.007393650,0.007477426,1.603758897,1.603793371,2.606612459
1.504000,-0.007426517,0.007522958,1.598733079,1.598768028,2.619422705
1.512000,-0.007463006,0.007559381,1.593624919,1.593660323,2.632192418
1.520000,-0.007503251,0.007587460,1.588415829,1.588451672,2.644920866
1.528000,-0.007536674,0.007653386,1.582649404,1.582685854,2.657605416
1.536000,-0.007536674,0.007653386,1.582649404,1.582685854,2.670266903
1.544000,-0.007585699,0.007668306,1.577254000,1.577290882,2.682906810
1.552000,-0.007638778,0.007678889,1.571724894,1.571762214,2.695503022
1.560000,-0.007699121,0.007707973,1.565712045,1.565749947,2.708053071
1.568000,-0.007765422,0.007702632,1.559948486,1.559986830,2.720556018
1.576000,-0.007765422,0.007702632,1.559948486,1.559986830,2.733035913
1.584000,-0.007857626,0.007708456,1.547622219,1.547661364,2.745466506
1.592000,-0.007935290,0.007681734,1.547853217,1.547892619,2.757848722
1.600000,-0.008045602,0.007657128,1.541567113,1.541607125,2.770206720
1.608000,-0.008045602,0.007657128,1.535376104,1.535416277,2.782514814
1.616000,-0.008426839,0.007376712,1.535780268,1.535821102,2.794799764
1.624000,-0.008827062,0.007080387,1.529815135,1.529856986,2.807062476
1.632000,-0.009193702,0.006784617,1.524051956,1.524094787,2.819278283
1.640000,-0.009546979,0.006494947,1.518238143,1.518282052,2.831447790
1.648000,-0.009546979,0.006494947,1.511618271,1.511662372,2.843567568
1.656000,-0.009960638,0.006180419,1.511965766,1.512011207,2.855662262
1.664000,-0.010412497,0.005841507,1.498819215,1.498866766,2.867705774
1.672000,-0.010775418,0.005545910,1.499615533,1.499664501,2.879699899
1.680000,-0.010775418,0.005545910,1.492666607,1.492715802,2.891669421
1.688000,-0.011223760,0.005198368,1.486079080,1.486130555,2.903584806
1.696000,-0.011963873,0.004587323,1.487515313,1.487570498,2.915479610
1.704000,-0.011963873,0.004587323,1.480343682,1.480399134,2.927351489
1.712000,-0.012387160,0.004234429,1.473586419,1.473644566,2.939167664
1.720000,-0.012824568,0.003860088,1.466867987,1.466929126,2.950929958
1.728000,-0.012824568,0.003860088,1.459357560,1.459419014,2.962635351
1.736000,-0.013267826,0.003466087,1.460046948,1.460111345,2.974313472
1.744000,-0.013618995,0.003142241,1.453284293,1.453351502,2.985967324
1.752000,-0.013618995,0.003142241,1.445545004,1.445612573,2.997563180
1.760000,-0.014069734,0.002710424,1.438405624,1.438476987,3.009099538
1.768000,-0.014775102,0.002012698,1.432306107,1.432383726,3.020582981
1.776000,-0.014775102,0.002012698,1.432306107,1.432383726,3.032042051
1.784000,-0.015228373,0.001542838,1.425167369,1.425249561,3.043472584
1.792000,-0.015583308,0.001173737,1.417976401,1.418062513,3.054845832
1.800000,-0.015583308,0.001173737,1.409655297,1.409741918,3.066157050
1.808000,-0.016040738,0.000679763,1.402236933,1.402328843,3.077405333
1.816000,-0.016516968,0.000150554,1.394767157,1.394864959,3.088594108
1.824000,-0.016901662,-0.000275818,1.396022460,1.396124798,3.099758067
1.832000,-0.017268967,-0.000687336,1.388601541,1.388709088,3.110897403
1.840000,-0.017643744,-0.001114187,1.381070307,1.381183455,3.121976973
1.848000,-0.017643744,-0.001114187,1.372155081,1.372268964,3.132990783
1.856000,-0.018134102,-0.001693084,1.373582910,1.373703652,3.143974673
1.864000,-0.018653849,-0.002315626,1.366071375,1.366200692,3.154934291
1.872000,-0.018653849,-0.002315626,1.356915487,1.357045676,3.165827276
1.880000,-0.019180314,-0.002947439,1.349223127,1.349362671,3.176652909
1.888000,-0.019740396,-0.003628367,1.341696394,1.341846512,3.187417746
1.896000,-0.019740396,-0.003628367,1.341696394,1.341846512,3.198152518
1.904000,-0.020303848,-0.004320995,1.324468407,1.324631072,3.208818429
1.912000,-0.020935966,-0.005112245,1.326634559,1.326809595,3.219424191
1.920000,-0.021356236,-0.005626724,1.318565703,1.318750644,3.230006432
1.928000,-0.022017350,-0.006469161,1.311040915,1.311241738,3.240526402
1.936000,-0.022017350,-0.006469161,1.311040915,1.311241738,3.251016336
1.944000,-0.022470777,-0.007032753,1.302858298,1.303071042,3.261473587
1.952000,-0.023118719,-0.007863660,1.295156168,1.295386356,3.271867416
1.960000,-0.023118719,-0.007863660,1.284900264,1.285132289,3.282189491
1.968000,-0.023792608,-0.008740670,1.277357827,1.277609293,3.292440457
1.976000,-0.024492254,-0.009659267,1.269843855,1.270116761,3.302631361
1.984000,-0.025190705,-0.010578911,1.272898399,1.273191588,3.312804595
1.992000,-0.025190705,-0.010578911,1.262271037,1.262566693,3.322947628
2.000000,-0.025923572,-0.011547481,1.254773126,1.255094010,3.333018271
2.008000,-0.025923572,-0.011547481,1.243897196,1.244220884,3.343015530
2.016000,-0.026280285,-0.013107265,1.240195895,1.240543555,3.352954588
