time_sec,e_x,e_y,e_z,error_norm,error_integral
2.336000,0.541559407,-0.162266760,0.252618670,0.619219901,1.590933499
2.344000,0.541573534,-0.162473618,0.251706481,0.618914955,1.595886039
2.352000,0.541558513,-0.162709057,0.249777794,0.618181856,1.600834426
2.360000,0.541558513,-0.162709057,0.249777794,0.618181856,1.605779881
2.368000,0.541513989,-0.162971481,0.247013569,0.617100322,1.610721009
2.376000,0.541440198,-0.163236975,0.244074225,0.615935082,1.615653151
2.384000,0.541440198,-0.163236975,0.244074225,0.615935082,1.620580632
2.392000,0.541340360,-0.163478582,0.241585493,0.614929413,1.625504090
2.400000,0.541230986,-0.163686379,0.239474416,0.614062054,1.630420056
2.408000,0.541230986,-0.163686379,0.239474416,0.614062054,1.635332552
2.416000,0.541077504,-0.163872956,0.238293171,0.613516786,1.640242867
2.424000,0.540879259,-0.164009883,0.238697648,0.613535803,1.645151078
2.432000,0.540879259,-0.164009883,0.238697648,0.613535803,1.650059364
2.440000,0.540664682,-0.164074703,0.240604877,0.614108715,1.654969942
2.448000,0.540403495,-0.164096295,0.244007707,0.615226212,1.659887282
2.456000,0.540403495,-0.164096295,0.244007707,0.615226212,1.664809092
2.464000,0.540077636,-0.164086818,0.249129891,0.616987876,1.669737948
2.472000,0.539709279,-0.164040997,0.255935311,0.619433966,1.674683635
2.480000,0.539659390,-0.163857921,0.260925055,0.621420598,1.679647054
2.488000,0.539659390,-0.163857921,0.260925055,0.621420598,1.684618418
2.496000,0.539756546,-0.162961512,0.268913865,0.624666511,1.689602767
2.504000,0.539761493,-0.162109031,0.276972055,0.627961246,1.694613278
2.512000,0.540057192,-0.161185562,0.281939864,0.630184610,1.699645861
2.520000,0.540358553,-0.160277187,0.286333442,0.632189040,1.704695356
2.528000,0.540637383,-0.159390955,0.290471435,0.634088252,1.709760465
2.536000,0.540902922,-0.158527016,0.294112921,0.635774485,1.714839916
2.548000,0.541181335,-0.157677605,0.297124863,0.637199065,1.722477757
2.552000,0.541181335,-0.157677605,0.297124863,0.637199065,1.725026554
2.560000,0.541173050,-0.156936913,0.300237298,0.638466835,1.730129217
2.568000,0.541109988,-0.156238957,0.302103639,0.639122242,1.735239573
